idx,dtlstatenm,nm,type,addr,lat,lng
621,영업중,유디치과병원,병원,"서울특별시 서초구 강남대로 309, 코리아비지니스센타 3층 (서초동)",37.490622847029,127.030540330567
630,영업중,서울21세기병원,병원,서울특별시 서초구 서초중앙로 39 (서초동),37.4852789881319,127.015712528164
674,영업중,우모한방병원,병원,"서울특별시 강남구 언주로 327, 아폴로빌딩 지하1층~지상7층 (역삼동)",37.4970871925109,127.044978178433
675,영업중,노블케어요양병원,병원,"서울특별시 강남구 언주로 858, 1관, 2관동 (신사동)",,
676,영업중,서울본브릿지병원,병원,"서울특별시 강남구 도곡로 214, 롤스웰빌딩,지하2층, 지하1층, 지상1층 일부, 지상2~7층  (도곡동)",37.4924616496392,127.042417574623
677,영업중,라이브치과병원,병원,"서울특별시 강남구 논현로105길 48, 1,2층 (역삼동)",,
678,영업중,새로운병원,병원,"서울특별시 강남구 학동로 121, 새로운병원빌딩 지하1층일부~7층 (논현동)",37.5122605080308,127.024309875094
679,영업중,튼튼병원,병원,"서울특별시 강남구 영동대로 713, B1~6층, 7층일부,8층 (청담동)",37.5213073708446,127.055749348567
680,영업중,하나이비인후과병원,병원,"서울특별시 강남구 역삼로 245, 지하2층일부 1층일부 2~7층 (역삼동)",37.4979195675135,127.042973993719
681,영업중,메디움강남요양병원,병원,서울특별시 강남구 강남대로 276(도곡동),37.4880439855036,127.032879862602
682,영업중,재단법인대한스포츠의학재단강남나무병원,병원,"서울특별시 강남구 영동대로 225, 경희한방병원 1층일부,2,3,8층 (대치동)",,
683,영업중,소우주한방병원,병원,서울특별시 강남구 논현로16길 15 (개포동),37.4766389151949,127.047484320464
684,영업중,네이처요양병원,병원,"서울특별시 강남구 헌릉로569길 21-40, 지하3~4층, 지하2층일부, 지하1층일부, 지상1층일부, 지상2~8층 (세곡동)",37.4663990069661,127.099727730082
685,영업중,아림치과병원,병원,"서울특별시 강남구 테헤란로87길 13, 서영빌딩 14층 (삼성동)",37.5086333777282,127.058591804414
686,영업중,에스플란트치과병원,병원,"서울특별시 강남구 도산대로 410, 3~8층 (청담동)",,
687,영업중,메드렉스병원,병원,"서울특별시 강남구 논현로 705, 메드렉스병원 (논현동)",37.5148984268352,127.029976515577
688,영업중,윤호병원,병원,"서울특별시 강남구 압구정로 304, 윤호병원 (지하1층,지하2층,1층~4층,7층)  (신사동)",37.5288443792735,127.034414086692
689,영업중,광혜병원,병원,"서울특별시 강남구 영동대로86길 9 (대치동, 지하1~2층,2~7층)",37.508136490079,127.064771981255
690,영업중,아이디병원,병원,"서울특별시 강남구 도산대로 142, 아이디병원 B1층,1,2,3층 (논현동)",37.5176799808097,127.024188449416
691,영업중,강남을지대학교병원,병원,"서울특별시 강남구 도산대로 202, 강남을지병원 B2~9층 (논현동)",37.5194081037449,127.028627227383
692,영업중,서울치과병원,병원,"서울특별시 강남구 언주로165길 5, 3~4층 (신사동)",,
693,영업중,재단법인위담 서울위담한방병원,병원,"서울특별시 강남구 역삼로 430 (대치동, 2층,3층,5층,6층)",37.5014024300089,127.054100822821
694,영업중,포레스트요양병원,병원,"서울특별시 강남구 도산대로 209, 포레스트요양병원 (신사동)",37.5205051577507,127.029390644673
695,영업중,비에비스나무병원,병원,"서울특별시 강남구 논현로 627, 유현빌딩 지하2,1~9,12층 (논현동)",37.5095608802296,127.032357709285
696,영업중,건강한세상앞선치과병원,병원,"서울특별시 강남구 테헤란로87길 36, 도심공항타워 3층 (삼성동)",37.5102336492314,127.058597240146
697,영업중,강남유나이티드병원,병원,"서울특별시 강남구 남부순환로 2609, 하늘빌딩, 7~12층 (도곡동) (도곡동)",37.4849629812617,127.035096207425
698,영업중,수플란트치과병원,병원,"서울특별시 강남구 선릉로 823, 3층 (신사동)",37.5256355438421,127.039342517747
699,영업중,두발로병원,병원,"서울특별시 강남구 압구정로30길 45, 2~4층 (신사동)",,
700,영업중,강남제이에스병원,병원,"서울특별시 강남구 도곡로 122, 제이에스빌딩 (도곡동)",37.4899230700564,127.033722299153
701,영업중,이솝한방병원,병원,"서울특별시 강남구 영동대로96길 34, 대윤빌딩 1층 (삼성동)",37.5111637511888,127.065306310523
702,영업중,미병원,병원,"서울특별시 강남구 논현로168길 35, 목산빌딩, 지하2층, 3~5층 (신사동)",37.5234638548834,127.031207688172
703,영업중,차의과학대학교 강남차병원,병원,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",37.5070324421316,127.034714418284
704,영업중,수치과병원,병원,"서울특별시 강남구 선릉로 823, 3층 (신사동)",37.5256355438421,127.039342517747
705,영업중,자생한방병원,병원,"서울특별시 강남구 강남대로 536, 자생한방병원 (논현동)",37.5100102769414,127.022346212895
706,영업중,청담힐요양병원,병원,"서울특별시 강남구 영동대로 713, 9~14층 (청담동)",,
707,영업중,청담병원,병원,"서울특별시 강남구 삼성로147길 46 (청담동, 청담병원 지하1층, 1층일부, 2층~6층)",37.5207193079382,127.045620972984
708,영업중,담소유병원,병원,"서울특별시 강남구 학동로 234, 담소유빌딩 (논현동)",37.5148604879121,127.03461432013
709,영업중,연치과병원,병원,"서울특별시 강남구 남부순환로 2941, 대치탑프라자 2층 (대치동)",37.4942633335042,127.061934331534
710,영업중,제일정형외과병원,병원,"서울특별시 강남구 영동대로 726, 경일빌딩 1~14층, 지하1~2층, 지하4~5층 (청담동)",37.522820779835,127.05614063947
711,영업중,나누리병원,병원,"서울특별시 강남구 언주로 731, 나누리병원 (논현동)",37.5203066071262,127.033979290041
712,영업중,위담한방병원,병원,"서울특별시 강남구 삼성로 402, 지하2층일부, 2~7층 (대치동)",37.5033679636045,127.058834462033
714,영업중,김정수여러분병원,병원,"서울특별시 강남구 봉은사로 171 (논현동, 지하1층일부,1-5층,6층일부)",37.5072207305514,127.032576001066
715,영업중,석플란트치과병원,병원,"서울특별시 강남구 도산대로 238, 1~14층 (논현동)",,
716,영업중,리봄한방병원,병원,"서울특별시 강남구 학동로50길 7, 2~4,5(일부)층 (논현동)",,
717,영업중,강남베드로병원,병원,"서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)",37.4856105587478,127.039585419907
719,영업중,지앤지병원,병원,"서울특별시 강남구 영동대로 626, 2~10층 (삼성동, GNG병원빌딩)",,
720,영업중,무이재한방병원,병원,"서울특별시 강남구 학동로 117, B1~9F층 (논현동)",37.5120753958504,127.023648360433
721,영업중,서울페이스21치과병원,병원,"서울특별시 강남구 강남대로 390, 미진프라자 21층 (역삼동)",37.4978399531903,127.028578846319
722,영업중,미니쉬치과병원,병원,"서울특별시 강남구 언주로 728, 2~5,7~10층 (논현동)",,
723,영업중,모두가행복한연세병원,병원,"서울특별시 강남구 선릉로 751, 카로시티Ⅲ 지하1층, 지상1층~7층 (논현동)",37.5217063100166,127.039228689602
725,영업중,선한목자병원,병원,"서울특별시 강남구 논현로 507 (역삼동, 성지하이츠3차빌딩 2층,3층일부)",37.5015784938059,127.036157208818
726,영업중,강남지인병원,병원,"서울특별시 강남구 언주로 631, 강남지인병원 지하2층. 2~6층 (논현동)",37.5128025510754,127.03506818071
727,영업중,치휴한방병원,병원,"서울특별시 강남구 도곡로 216, 치휴한방병원 (도곡동)",37.4926493098547,127.042721975071
728,영업중,누네안과병원,병원,"서울특별시 강남구 테헤란로 408, 대치빌딩 지상9층~지상17층 (대치동)",37.5044682122431,127.050387028274
753,영업중,더바름치과병원,병원,"서울특별시 송파구 석촌호수로 61, 트리지움상가 201호 (잠실동)",37.5106960472158,127.086224807954
754,영업중,서울힐링요양병원,병원,"서울특별시 송파구 중대로 191, 서울힐링요양병원 (가락동)",37.4990789571513,127.125683181707
755,영업중,서울오브치과병원,병원,"서울특별시 송파구 백제고분로 196, 4층~5층 (삼전동)",37.5039849019726,127.088313655428
756,영업중,포레메디한방병원,병원,"서울특별시 송파구 오금로 129, 지하1층~6층 (방이동)",37.5117031054584,127.109588604754
757,영업중,새숨병원,병원,"서울특별시 송파구 정의로8길 4, KDG70타워 2,3,4층 (문정동)",,
758,영업중,수치과병원,병원,"서울특별시 송파구 중대로 68 (문정동, 훼밀리샤르망 505호)",37.4915653895479,127.116437188825
759,영업중,강철병원,병원,"서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)",37.5023455834177,127.094296838722
760,영업중,다나움요양병원,병원,"서울특별시 송파구 가락로 278, 지하1층~지상6층 (방이동)",37.5124701632775,127.119851822897
761,영업중,혜민안과병원,병원,서울특별시 송파구 중대로 122 (가락동),37.4938161355984,127.12194328008
762,영업중,케이치과병원,병원,"서울특별시 송파구 올림픽로 319, 사단법인 서울특별시 교통회관 2층 (신천동)",37.5156313294847,127.105600888814
763,영업중,빠른병원,병원,"서울특별시 송파구 백제고분로 405, 유니온테크송파빌딩 (송파동)",37.5074665831574,127.109686124752
770,영업중,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",37.5873771473625,127.026248862202
771,영업중,민트병원,병원,"서울특별시 송파구 정의로8길 7, 한스빌딩 1~4층 (문정동)",37.4862139140168,127.115920525549
772,영업중,국립재활원,병원,"서울특별시 강북구 삼각산로 58 (수유동, 국립재활원)",37.638655704921,127.010264590667
773,영업중,송파미소병원,병원,"서울특별시 송파구 오금로 513, 위례빌딩 지하1~2층, 지상2~8층 (거여동)",37.4932241638816,127.145878722601
789,영업중,경희디에스한방병원,병원,"서울특별시 강동구 구천면로 233, 5층일부,6~7층 (천호동)",37.5416637215789,127.130124238718
790,영업중,연세미래엔미소치과병원,병원,"서울특별시 강동구 상일로10길 36, 2층 202,203호 (상일동, 세종텔레콤지식산업센터)",37.5507989598659,127.174104292142
791,영업중,조은마디병원,병원,서울특별시 강동구 천호대로170길 19 (성내동),37.5343626326079,127.133211287427
792,영업중,강동경희대학교한방병원,병원,서울특별시 강동구 동남로 892 (상일동),37.5520459324005,127.157084787845
793,영업중,강동경희대학교치과병원,병원,서울특별시 강동구 동남로 892 (상일제1동),37.5520459324005,127.157084787845
794,영업중,위드힘병원,병원,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 2,4,5층 (길동)",37.536390125858,127.139096030275
795,영업중,공안과병원,병원,서울특별시 강동구 풍성로37길 45 (성내동),37.5339148820044,127.126027072458
796,영업중,서울프라임한방병원,병원,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 6-13층 (길동)",37.536390125858,127.139096030275
797,영업중,서울숲요양병원,병원,"서울특별시 강동구 고덕로 295-60, 원케어메디컬타운 (고덕동)",37.5561204084687,127.158039363963
798,영업중,강동한방병원,병원,서울특별시 강동구 양재대로 1556 (길동),37.5444363560805,127.142764579441
799,영업중,봄담한방병원,병원,"서울특별시 강동구 양재대로 1596, 3~6층 (명일동)",,
800,영업중,더셀채원병원,병원,"서울특별시 강동구 성내로 66, 채원자연통합병원빌딩 (성내동)",37.5276730709425,127.127071180817
801,영업중,아이엠치과병원,병원,"서울특별시 강동구 올림픽로 664, 4층 (천호동, 대우 한강 베네시티)",37.540555377209,127.124975762766
802,영업중,허리나은병원,병원,"서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)",,
803,영업중,강북휴요양병원,병원,"서울특별시 강북구 도봉로 161, 서울컨벤션웨딩홀 (미아동)",37.6231640287055,127.027006795941
804,영업중,재단법인한국산업보건환경연구소부설 해상병원,병원,서울특별시 영등포구 신길로 173 (신길동),37.5076073919529,126.910726825676
805,영업중,늘찬병원,병원,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",37.5879908042663,127.079680860838
806,영업중,서울유병원,병원,"서울특별시 강북구 도봉로 77, 지하2층~지하1층, 3층~8층층 (미아동)",37.6160730052361,127.029551791451
808,영업중,서울특별시보라매병원,병원,서울특별시 동작구 보라매로5길 20 (신대방동),37.493013748157,126.924332456243
809,영업중,경희황소한방병원,병원,서울특별시 강북구 도봉로 181(미아동),37.6248559853562,127.026239493091
810,영업중,서울특별시 북부병원,병원,서울특별시 중랑구 양원역로 38 (망우동),37.6043947292607,127.10768066266
811,영업중,의료법인성화의료재단  대한병원,병원,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",37.6354702517404,127.022673311792
812,영업중,경희생생한방병원,병원,"서울특별시 광진구 동일로 82-1, 생생한방병원 지하1~5층 (자양동)",37.5399452105408,127.063097486136
813,영업중,서울사랑요양병원,병원,"서울특별시 도봉구 삼양로 574, 2~5층 (쌍문동)",,
814,영업중,삼육서울병원,병원,서울특별시 동대문구 망우로 82 (휘경동),37.5862119387672,127.06355328121
816,영업중,달려라병원,병원,"서울특별시 강동구 천호대로 1110, 지하5~지상9층 (성내동)",,
817,영업중,뉴민병원,병원,"서울특별시 서초구 방배로 223, 창생빌딩 2~7층 (방배동)",37.4930421480977,126.989952127779
818,영업중,서초프라임요양병원,병원,서울특별시 서초구 방배천로2길 22 (방배동),37.4767177320479,126.983926472439
819,영업중,서울탑치과병원,병원,"서울특별시 서초구 효령로 261-1, 4,5,6,7층 (서초동)",,
820,영업중,포근한맘요양병원,병원,"서울특별시 도봉구 삼양로 606, 2~5층 (쌍문동)",,
821,영업중,의료법인 상원의료재단 강북힘찬병원,병원,"서울특별시 도봉구 도봉로 446, 강북힘찬병원 (창동)",37.6456625299969,127.033377074805
822,영업중,의료법인정애의료재단서울초이스병원,병원,"서울특별시 송파구 올림픽로 579, 서울초이스병원 지하2층~지상5층 (풍납동)",37.5337963488637,127.121169295968
823,영업중,서울특별시 서부장애인치과병원,병원,"서울특별시 강서구 공항대로 489, 5층 (등촌동)",37.5535154167762,126.861449995331
824,영업중,스카이요양병원,병원,서울특별시 도봉구 방학로 177 (방학동),37.6620238284166,127.032422411787
825,영업중,바로선병원,병원,"서울특별시 도봉구 도봉로 628 (창동, 바로선병원)",37.6603418778017,127.042113640274
826,영업중,서울노보스병원,병원,서울특별시 도봉구 도봉로 755(도봉동),37.6719302785383,127.043634544572
827,영업중,와봄한방병원,병원,"서울특별시 양천구 남부순환로 352, 5~8층 (신월동)",,
828,영업중,어울림병원,병원,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",37.513304886166,126.920961667237
829,영업중,로이병원,병원,"서울특별시 종로구 평창문화로 75, 글로리아타운 2층일부,3,5층 (평창동)",37.606862635259,126.96900620111
830,영업중,의료법인다나의료재단구로다나병원,병원,"서울특별시 구로구 개봉로 126, 구로다나병원빌딩 (개봉동)",37.4967256249407,126.85697132267
831,영업중,의료법인풍산의료재단동부제일병원,병원,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",37.6008839257705,127.109547154587
832,영업중,365매일한방병원,병원,"서울특별시 강북구 오패산로 414, 2~4층 (번동)",,
833,영업중,더힐병원,병원,"서울특별시 송파구 송이로 81, 지하2층~지상7층층 (가락동)",37.4987777513439,127.120406004335
834,영업중,바를정한방병원,병원,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 1층, 7층, 8층 (신림동)",37.4823520999904,126.915650135223
835,영업중,서울세계로병원,병원,"서울특별시 송파구 위례서로 248, 지하1층, 2층, 5~12층 (거여동)",37.4866427532962,127.142262855079
836,영업중,대전대학교서울한방병원,병원,"서울특별시 송파구 법원로11길 32, 지하2~1층, 지상5~11층,13층 (문정동)",,
837,영업중,서재곤링커병원,병원,"서울특별시 송파구 백제고분로 436 (송파동, 서재곤링커병원)",37.5094801421052,127.11209162338
838,영업중,세바른병원,병원,서울특별시 서초구 서초중앙로 47 (서초동),37.4859523603823,127.015341691632
839,영업중,잠실자생한방병원,병원,"서울특별시 송파구 충민로 66, 가든파이브라이프 10층 L-10001~4,L-10006~8호 (문정동)",37.4776148442516,127.124961768886
840,영업중,서울석병원,병원,서울특별시 송파구 송이로 148 (가락동),37.4937372920686,127.124025748272
841,영업중,장덕한방병원,병원,"서울특별시 서초구 서초중앙로 42, 블루핀타워 지하2~4층 (서초동)",37.4858656509843,127.016257753357
842,영업중,염창환병원,병원,"서울특별시 송파구 오금로 296, 재정빌딩 지하1층~지상5층 (가락동)",37.5035032192179,127.125376646475
843,영업중,장스여성병원,병원,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",37.5997087386745,127.097561434831
844,영업중,민병원,병원,"서울특별시 강북구 도봉로 155, 서울민병원 (미아동)",37.6226164357907,127.027280383769
845,영업중,연세우리병원,병원,"서울특별시 송파구 백제고분로 185, 2~9층 (잠실동)",,
846,영업중,365다시재한방병원,병원,"서울특별시 송파구 위례서로 248, 3층 일부, 4층 (거여동)",37.4866427532962,127.142262855079
847,영업중,강남센트럴요양병원,병원,"서울특별시 송파구 송이로 156, 태정타워 (가락동)",37.4930265157005,127.124598788292
848,영업중,강동우리들요양병원,병원,"서울특별시 강동구 구천면로 202, 행복타워빌딩 B2,2,3,4,6층 (천호동)",37.5401008139262,127.127094757809
849,영업중,서울미즈병원,병원,서울특별시 강동구 천호대로 1043 (천호동),37.537623055094,127.128104569889
850,영업중,양병원,병원,서울특별시 강동구 천호대로 1159 (길동),37.5340665832454,127.140123786539
851,영업중,서울현대요양병원,병원,"서울특별시 강동구 올림픽로 684, 서울현대요양병원 (천호동)",37.542278195613,127.125299088829
852,영업중,시그니처요양병원,병원,서울특별시 송파구 마천로 164 (오금동),37.5035220971088,127.137404429063
853,영업중,올바른서울병원,병원,"서울특별시 강동구 양재대로 1525, 명품빌딩 (천호동)",37.542099851435,127.141295131037
854,영업중,강동기운찬한방병원,병원,"서울특별시 강동구 천호대로 1133, 서울M타워 5,8,9,10층 (길동)",37.5346886394768,127.137512843471
855,영업중,선수촌병원,병원,"서울특별시 송파구 올림픽로 76, J타워 3~7층 (잠실동)",37.5115603565131,127.079181383259
856,영업중,리더스병원,병원,서울특별시 강동구 천호대로 1044 (성내동),37.536946811626,127.127728449459
857,영업중,참잘함한방병원,병원,"서울특별시 강동구 양재대로 1517, 남해빌딩 2층일부, 3~5층 (천호동)",37.5412622469126,127.14087262558
858,영업중,서울안강병원,병원,"서울특별시 서초구 효령로 331, GL(지엘)빌딩 지하1~3층,2~8층 (서초동)",37.4864030082446,127.020354477112
859,영업중,청병원,병원,"서울특별시 강동구 올림픽로 546, G.M.F.빌딩 (성내동)",37.530247187452,127.121022361639
860,영업중,송파드림재활병원,병원,"서울특별시 송파구 송이로 111, B3-6층 (가락동, 청석빌딩)",37.4967487065701,127.122141310018
861,영업중,사랑플러스병원,병원,서울특별시 강동구 양재대로 1580 (명일동),37.5466848586676,127.143605912129
862,영업중,경희생생한방병원,병원,"서울특별시 강서구 공항대로41길 34, 플러스존 3,4층 (등촌동)",37.5592796685251,126.84571196058
863,영업중,성북웰니스요양병원,병원,서울특별시 성북구 보문로 86 (보문동4가),37.5830049665435,127.020950107582
864,영업중,참포도나무병원,병원,서울특별시 서초구 바우뫼로35길 32 (양재동),37.4799289174276,127.038680321903
865,영업중,모커리한방병원,병원,"서울특별시 서초구 서초대로 338, 프로비스타 지하1층 지상2~8층 (서초동)",37.494848257123,127.018624694157
866,영업중,강남요양병원,병원,서울특별시 서초구 서초중앙로 197 (반포동),37.49938882876,127.012084092981
867,영업중,고도일병원,병원,"서울특별시 서초구 강남대로 505 (반포동, 고도일 병원)",37.50701445806,127.0227028296
868,영업중,강남힘찬병원,병원,"서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)",37.5075933501505,127.109884689423
869,영업중,의료법인마리아의료재단마리아병원,병원,"서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)",37.4932775569006,127.124408101115
870,영업중,강남수병원,병원,서울특별시 송파구 삼전로2길 11 (삼전동),37.5013402409902,127.086157841705
871,영업중,기쁨병원,병원,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",37.482713030212,127.018063486739
872,영업중,한솔병원,병원,"서울특별시 송파구 송파대로 445, 한솔병원 (석촌동)",37.5060777045103,127.105912362918
873,영업중,의료법인일맥의료재단 송파인애가한방병원,병원,"서울특별시 송파구 문정로 65, 인애가한방병원 1,2,4,5,6층 (문정동)",37.4872614776536,127.129490585964
874,영업중,경찰병원,병원,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",37.4964145655333,127.123487484921
875,영업중,송파온요양병원,병원,"서울특별시 송파구 오금로 488, 삼원빌딩 (거여동)",37.4934378022976,127.142922105732
876,영업중,재단법인아산사회복지재단 서울아산병원,병원,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",37.525171129004,127.109380463701
877,영업중,서울명병원,병원,서울특별시 동대문구 고산자로 421 (용두동),37.5773865518063,127.037921931259
878,영업중,뉴스타트병원,병원,"서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)",37.4990977042848,127.119513008234
879,영업중,365매일한방병원,병원,"서울특별시 동대문구 천호대로 3, 지하2층, 지상1~2층 (신설동)",37.5753483891625,127.024344406042
880,영업중,조앤조병원,병원,"서울특별시 중랑구 망우로 474 (망우동, 조앤조병원)",37.6003063622164,127.10471509743
881,영업중,연세동작병원,병원,"서울특별시 동작구 성대로 43 (상도동, 우리빌딩)",37.498975188861,126.93366186004
882,영업중,의료법인에이치엠피의료재단녹십초요양병원,병원,서울특별시 동작구 시흥대로 634 (신대방동),37.4883869290855,126.906621894488
883,영업중,중앙대학교병원,병원,서울특별시 동작구 흑석로 102 (흑석동),37.506038005044,126.960421779226
884,영업중,청화병원,병원,서울특별시 동작구 장승배기로 108 (노량진동),37.5071417203086,126.940241260736
885,영업중,강남구립행복요양병원,병원,"서울특별시 강남구 헌릉로590길 60 (세곡동, 강남구립 행복요양병원)",37.4611766303736,127.10332264232
887,영업중,의료법인 춘혜의료재단 명지춘혜재활병원,병원,"서울특별시 영등포구 대림로 223 (대림동, 명지춘혜병원)",37.5006467013969,126.897027181092
888,영업중,연세바른병원,병원,"서울특별시 동작구 사당로 300, 2·4층일부및3  층 (사당동, 이수자이)",,
889,영업중,베이직병원,병원,"서울특별시 도봉구 도봉로 769, 지하2~지하1층, 2~5층 (도봉동)",,
890,영업중,서울대효병원,병원,"서울특별시 강서구 강서로47가길 33, 덕산빌딩 2,3,4,5,6층 (내발산동)",37.5511102446913,126.835762212279
891,영업중,오쿨리한방병원,병원,"서울특별시 송파구 위례성대로22길 27, 데코빌딩 지하3층~4층층 (오금동)",37.5077808278281,127.130371680068
892,영업중,동서요양병원,병원,서울특별시 성북구 동소문로 306 (하월곡동),37.6068849590178,127.028946905185
893,영업중,햇빛병원,병원,서울특별시 강북구 도봉로 74 (미아동),37.6157674743173,127.030285286084
894,영업중,연세대학교의과대학세브란스병원,병원,서울특별시 서대문구 연세로 50-1 (신촌동),37.563674036531,126.941917689273
895,영업중,메디힐병원,병원,"서울특별시 양천구 남부순환로 331 (신월동, 메디힐병원)",37.5372613394638,126.827841386792
896,영업중,삼성서울병원,병원,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",37.49034450782,127.089590154403
897,영업중,청담해리슨병원,병원,"서울특별시 강남구 삼성로 646, 마디빌딩 B3~B1,2~9층 (삼성동)",37.5176900181182,127.05118411143
898,영업중,보문효사랑요양병원,병원,서울특별시 성북구 보문로 46 (보문동7가),37.5797357433539,127.022723646794
899,영업중,의료법인유라의료재단 온누리요양병원,병원,서울특별시 성북구 화랑로 271 (장위동),37.6121771414221,127.058864918281
900,영업중,한국원자력의학원원자력병원,병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",37.6286068147245,127.083017711933
901,영업중,성심의료재단강동성심병원,병원,서울특별시 강동구 성안로 150 (길동),37.5361555499193,127.135335702535
902,영업중,제니스병원,병원,서울특별시 광진구 자양로 215 (구의동),37.5465132167877,127.08644676217
903,영업중,참바로병원,병원,"서울특별시 중구 다산로 258, 리마크빌 동대문 2,3층 (흥인동)",37.5657948536437,127.016623843671
904,영업중,의료법인한전의료재단 한일병원,병원,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",37.6466848477493,127.029058318974
905,영업중,서울특별시은평병원,병원,서울특별시 은평구 백련산로 90 (응암동),37.5939702620381,126.923210588363
