idx,nm,addr,type,lat,lng
251,서울개롱초등학교,서울특별시 송파구 문정로 211,학교,37.4973626123965,127.139888149341
252,서울강일초등학교,서울특별시 강동구 아리수로98길 24,학교,37.565255684305,127.177212459316
253,서울강명초등학교,서울특별시 강동구 상일로 74-1,학교,37.5547060358492,127.173374480645
254,서울강동초등학교,서울특별시 강동구 상암로14길 77,학교,37.5463638024947,127.130187177341
255,서울강덕초등학교,서울특별시 강동구 동남로82길 94-54,학교,37.5595474750238,127.160483581978
256,서울가주초등학교,서울특별시 송파구 오금로40길 37,학교,37.4965672156015,127.129280370183
257,서울가원초등학교,서울특별시 송파구 중대로4길 8,학교,37.4894427777046,127.111028747643
258,서울가락초등학교,서울특별시 송파구 송파대로37길 45,학교,37.4998746399971,127.107214872322
259,서울가동초등학교,서울특별시 송파구 중대로20길 47,학교,37.4972559260218,127.129790328684
260,솔샘중학교,서울특별시 강북구 인수봉로 39,학교,37.6237648476803,127.012068855446
261,서울대학교사범대학부설중학교,서울특별시 성북구 월곡로 36,학교,37.5958358987959,127.039066241267
262,숭곡중학교,서울특별시 성북구 종암로 208,학교,37.6085534574833,127.03124026118
263,영훈국제중학교,서울특별시 강북구 도봉로13가길 19,학교,37.6146818749027,127.02809331872
264,홍익대학교사범대학부속중학교,서울특별시 성북구 성북로14가길 23,학교,37.5936666161184,127.002804963597
265,한성여자중학교,서울특별시 성북구 삼선교로16길 118,학교,37.5819996035219,127.011312749775
266,창문여자중학교,서울특별시 강북구 월계로 61,학교,37.6134009168268,127.035828005248
267,신일중학교,서울특별시 강북구 솔매로49길 20,학교,37.627967222367,127.028403050284
268,성암여자중학교,서울특별시 강북구 도봉로29길 52,학교,37.6204135324231,127.023905892641
269,성신여자중학교,서울특별시 성북구 북악산로 918,학교,37.5946226781717,127.023128563512
270,서라벌중학교,서울특별시 강북구 삼양로155길 37-9,학교,37.6569840292148,127.011488328327
271,동구여자중학교,서울특별시 성북구 성북로8길 71,학교,37.5941065881018,127.008215538987
272,남대문중학교,서울특별시 성북구 한천로 660-30,학교,37.6185360086599,127.055981121102
273,고명중학교,서울특별시 성북구 북악산로 870,학교,37.597674141541,127.019187491701
274,고려대학교사범대학부속중학교,서울특별시 성북구 정릉로 161,학교,37.6080476933587,127.002616144531
275,길음중학교,서울특별시 성북구 길음로 144,학교,37.6140334599191,127.017752359697
276,화계중학교,서울특별시 강북구 화계사길 63,학교,37.6325180593561,127.009709077901
277,종암중학교,서울특별시 성북구 종암로5길 80-17,학교,37.5929705982623,127.031747584508
278,장위중학교,서울특별시 성북구 장위로4길 70,학교,37.6112817727174,127.040874553779
279,인수중학교,서울특별시 강북구 인수봉로75길 10,학교,37.6437719058609,127.009667145786
280,월곡중학교,서울특별시 성북구 장월로 6,학교,37.6069823458659,127.048259362361
281,용문중학교,서울특별시 성북구 고려대로17가길 46,학교,37.5886903262008,127.024660795253
282,수유중학교,서울특별시 강북구 인수봉로37길 40,학교,37.6312894231046,127.010319655123
283,수송중학교,서울특별시 강북구 한천로122길 21,학교,37.6367599332935,127.03358552315
284,석관중학교,서울특별시 성북구 한천로 526,학교,37.608121575175,127.06671820308
285,삼선중학교,서울특별시 성북구 동소문로3길 69,학교,37.5917443908697,127.007872876935
286,삼각산중학교,서울특별시 강북구 삼양로19길 141,학교,37.6160412359101,127.014342650437
287,북악중학교,서울특별시 성북구 정릉로12길 41,학교,37.6070090504822,127.001609529397
288,번동중학교,서울특별시 강북구 오현로35길 87,학교,37.6324556910711,127.036206363566
289,개운중학교,서울특별시 성북구 북악산로 935,학교,37.5946266547149,127.024842114657
290,강북중학교,서울특별시 강북구 한천로150길 67,학교,37.6449158953693,127.025373389048
291,우촌초등학교,서울특별시 성북구 성북로4길 52-1,학교,37.5956408923336,127.011400646113
292,영훈초등학교,서울특별시 강북구 도봉로13가길 19,학교,37.6146818749027,127.02809331872
293,성신초등학교,서울특별시 성북구 북악산로 918,학교,37.5946226781717,127.023128563512
294,매원초등학교,서울특별시 성북구 북악산로 870,학교,37.597674141541,127.019187491701
295,대광초등학교,서울특별시 성북구 안암로 5,학교,37.5791510372431,127.023445857158
296,광운초등학교,서울특별시 성북구 한천로 694,학교,37.6189751371516,127.055243952183
297,서울화계초등학교,서울특별시 강북구 솔매로50가길 25,학교,37.6238849781413,127.02971619019
298,서울청덕초등학교,서울특별시 성북구 정릉로9라길 11,학교,37.6120328876191,127.000333434653
299,서울정수초등학교,서울특별시 성북구 정릉로24길 58,학교,37.6037748856219,127.007718883621
300,서울정릉초등학교,서울특별시 성북구 솔샘로25가길 8,학교,37.6197915298294,127.005532713286
301,서울정덕초등학교,서울특별시 성북구 아리랑로 63,학교,37.5982399496277,127.013421324355
302,서울장위초등학교,서울특별시 성북구 장월로8가길 41,학교,37.6114414258051,127.050005965999
303,서울장월초등학교,서울특별시 성북구 한천로101길 66,학교,37.6219292248912,127.047320465849
304,서울장곡초등학교,서울특별시 성북구 장월로23길 16,학교,37.6168600216765,127.048151233375
305,서울일신초등학교,서울특별시 성북구 월곡로 74,학교,37.5989819527133,127.040219755884
306,서울인수초등학교,서울특별시 강북구 인수봉로 269,학교,37.6430505301735,127.009135759866
307,서울유현초등학교,서울특별시 강북구 인수봉로37길 24,학교,37.632286451855,127.011327052457
308,서울월곡초등학교,서울특별시 성북구 장월로3길 42,학교,37.6100238748815,127.046083188246
309,서울우이초등학교,서울특별시 강북구 삼양로99길 36,학교,37.6386058279529,127.014240485582
310,서울오현초등학교,서울특별시 강북구 월계로 221,학교,37.6232028439088,127.046225894356
311,서울안암초등학교,서울특별시 성북구 고려대로7가길 39,학교,37.5871586956296,127.022098883314
312,서울숭인초등학교,서울특별시 성북구 오패산로16길 37,학교,37.6090977872099,127.038146527662
313,서울숭례초등학교,서울특별시 성북구 종암로5길 14,학교,37.5945203773277,127.035296496549
314,서울숭덕초등학교,서울특별시 성북구 정릉로 279,학교,37.6038254756354,127.013292433921
315,서울숭곡초등학교,서울특별시 성북구 종암로40길 30,학교,37.6086454014288,127.032743405553
316,서울수유초등학교,서울특별시 강북구 삼양로74길 39,학교,37.631249657314,127.020292410668
317,서울수송초등학교,서울특별시 강북구 한천로124길 14,학교,37.6373144075316,127.032917771185
318,서울송천초등학교,서울특별시 강북구 삼양로20길 29,학교,37.614905195868,127.023735366645
319,서울송중초등학교,서울특별시 강북구 오현로 9,학교,37.6174690796359,127.031996538921
320,서울성북초등학교,서울특별시 성북구 성북로 102-10,학교,37.5940538893567,126.99877539809
321,서울석관초등학교,서울특별시 성북구 돌곶이로22길 21,학교,37.610999723005,127.058332812717
322,서울석계초등학교,서울특별시 성북구 한천로58길 273,학교,37.6089438673379,127.069749623952
323,서울삼양초등학교,서울특별시 강북구 삼양로49길 17,학교,37.6232955761621,127.016149099325
324,서울삼선초등학교,서울특별시 성북구 보문로29길 106,학교,37.5871415236472,127.012671844176
325,서울삼각산초등학교,서울특별시 강북구 삼양로19길 141,학교,37.6160412359101,127.014342650437
326,서울번동초등학교,서울특별시 강북구 오현로 204,학교,37.6290238580608,127.040039390037
327,서울미양초등학교,서울특별시 강북구 솔샘로 195,학교,37.6215324222942,127.014133356491
328,서울미아초등학교,서울특별시 성북구 삼양로 77,학교,37.6105849033293,127.021657995431
329,서울동신초등학교,서울특별시 성북구 보문사길 50,학교,37.5832878743837,127.017057951549
330,서울돈암초등학교,서울특별시 성북구 동소문로13길 38,학교,37.5937262094153,127.013004275409
331,서울길음초등학교,서울특별시 성북구 길음로 142,학교,37.6136049157335,127.016752046083
332,서울길원초등학교,서울특별시 성북구 길음로15길 55,학교,37.6090646447836,127.01679961391
333,서울개운초등학교,서울특별시 성북구 정릉로48길 52,학교,37.6018109508131,127.027404487079
334,서울개현초등학교,서울특별시 강남구 선릉로 15,학교,37.4810262095918,127.062042570555
335,내곡중학교,서울특별시 서초구 청계산로7길 9-20,학교,37.4520032504691,127.054444623274
336,서울자곡초등학교,서울특별시 강남구 자곡로 150,학교,37.4720493601914,127.099482575625
337,서울율현초등학교,서울특별시 강남구 밤고개로21길 15,학교,37.474558700755,127.108265007698
338,세곡중학교,서울특별시 강남구 자곡로 81,학교,37.4719648659665,127.092583750444
339,서울우솔초등학교,서울특별시 서초구 양재대로2길 74,학교,37.4570942208519,127.019275619438
340,서울세명초등학교,서울특별시 강남구 자곡로 55,학교,37.4688571015783,127.091075885061
341,휘문중학교,서울특별시 강남구 역삼로 541,학교,37.5052894535671,127.061993880621
342,진선여자중학교,서울특별시 강남구 선릉로85길 27,학교,37.5023028920315,127.048286565491
343,중동중학교,서울특별시 강남구 일원로8길 37,학교,37.4885699031176,127.078681867052
344,은성중학교,서울특별시 강남구 남부순환로359길 36,학교,37.4883484513575,127.035021467585
345,숙명여자중학교,서울특별시 강남구 남부순환로 2807,학교,37.4914753613052,127.052612582715
346,세화여자중학교,서울특별시 서초구 신반포로 56-7,학교,37.5019964569165,126.994230013893
347,서문여자중학교,서울특별시 서초구 동광로12길 84,학교,37.4889197255873,126.984545759343
348,동덕여자중학교,서울특별시 서초구 효령로2길 123-5,학교,37.4758460567445,126.992615816174
349,단국대학교사범대학부속중학교,서울특별시 강남구 도곡로64길 21,학교,37.4956174948977,127.057768228297
350,청담중학교,서울특별시 강남구 압구정로61길 36,학교,37.5286597910311,127.044810120535
351,이수중학교,서울특별시 서초구 방배중앙로3길 32,학교,37.4806300322796,126.989859045395
352,원촌중학교,서울특별시 서초구 사평대로45길 10,학교,37.5063251046839,127.014699724248
353,영동중학교,서울특별시 서초구 성촌길 14,학교,37.465986287158,127.025140749981
354,역삼중학교,서울특별시 강남구 도곡로43길 10,학교,37.4959294910052,127.04861289161
355,언주중학교,서울특별시 강남구 선릉로116길 57,학교,37.5146531581428,127.046683245003
356,언북중학교,서울특별시 강남구 도산대로38길 27,학교,37.5194111496903,127.033490549669
357,언남중학교,서울특별시 서초구 동산로 55,학교,37.4723026220168,127.043757102066
358,압구정중학교,서울특별시 강남구 압구정로 225,학교,37.5302422355471,127.033002687736
359,신사중학교,서울특별시 강남구 압구정로 123,학교,37.5246515742682,127.020918846207
360,신반포중학교,서울특별시 서초구 신반포로19길 26,학교,37.5062653180781,126.996124207907
361,신동중학교,서울특별시 서초구 나루터로 27,학교,37.5169158985011,127.012915373961
362,신구중학교,서울특별시 강남구 압구정로36길 17,학교,37.5274422864928,127.031672730195
363,수서중학교,서울특별시 강남구 광평로59길 57,학교,37.4912175755191,127.102355480301
364,서초중학교,서울특별시 서초구 반포대로13길 48,학교,37.4854679830791,127.009230848074
365,서일중학교,서울특별시 서초구 서운로21길 2,학교,37.4985298571843,127.023220688907
366,서운중학교,서울특별시 서초구 서운로 115,학교,37.4939485124964,127.024538241332
367,봉은중학교,서울특별시 강남구 영동대로128길 59,학교,37.5189766694152,127.062389351922
368,방배중학교,서울특별시 서초구 동광로 144,학교,37.494868265986,126.997827018537
369,반포중학교,서울특별시 서초구 신반포로 67,학교,37.5030523682879,126.991603997827
370,도곡중학교,서울특별시 강남구 언주로57길 31,학교,37.4922937289635,127.044785558988
371,대치중학교,서울특별시 강남구 남부순환로378길 39,학교,37.4845775128634,127.047065232332
372,대청중학교,서울특별시 강남구 양재천로 321,학교,37.490348545788,127.058033515123
373,대왕중학교,서울특별시 강남구 광평로20길 7,학교,37.4834603317394,127.087338052671
374,대명중학교,서울특별시 강남구 역삼로87길 26,학교,37.5063189430786,127.060778124521
375,구룡중학교,서울특별시 강남구 선릉로 103,학교,37.4862129389068,127.056507505045
376,경원중학교,서울특별시 서초구 신반포로33길 39,학교,37.5115815961934,127.009018254738
377,개포중학교,서울특별시 강남구 선릉로 9,학교,37.4804473919149,127.062402866859
378,개원중학교,서울특별시 강남구 영동대로 101,학교,37.4915905275033,127.071900307455
379,서울우면초등학교,서울특별시 서초구 태봉로,학교,37.4653655626944,127.026054562784
380,서울학동초등학교,서울특별시 강남구 선릉로115길 42,학교,37.512045952,127.039435597045
381,서울포이초등학교,서울특별시 강남구 개포로22길 87,학교,37.4758166247606,127.052045721323
382,서울청담초등학교,서울특별시 강남구 압구정로71길 9,학교,37.5282818704161,127.045153024716
383,서울잠원초등학교,서울특별시 서초구 신반포로16길 15-25,학교,37.5018590933365,126.9983875282
384,서울일원초등학교,서울특별시 강남구 영동대로4길 20,학교,37.4898127052732,127.076141940265
385,서울이수초등학교,서울특별시 서초구 방배천로4길 23,학교,37.4781887381851,126.984058772938
386,서울원촌초등학교,서울특별시 서초구 사평대로45길 26,학교,37.5062446440008,127.012346682947
387,서울원명초등학교,서울특별시 서초구 고무래로 90-6,학교,37.5007499044884,127.017066977739
388,서울우암초등학교,서울특별시 서초구 바우뫼로7길 38,학교,37.4723005921488,127.023731348976
389,서울왕북초등학교,서울특별시 강남구 광평로31길 74,학교,37.4862610232719,127.086237195421
390,서울영희초등학교,서울특별시 강남구 일원로 21,학교,37.4923003980946,127.081132787699
391,서울역삼초등학교,서울특별시 강남구 강남대로66길 21,학교,37.4931444060362,127.032564910969
392,서울언주초등학교,서울특별시 강남구 남부순환로363길 19,학교,37.4863219964306,127.03679299115
393,서울언북초등학교,서울특별시 강남구 삼성로135길 42,학교,37.520125172379,127.044715764538
394,서울언남초등학교,서울특별시 서초구 헌릉로8길 42,학교,37.4541133292306,127.061436582525
395,서울양전초등학교,서울특별시 강남구 개포로 513,학교,37.4902478541395,127.069170862479
396,서울양재초등학교,서울특별시 서초구 바우뫼로18길 14,학교,37.4741653841614,127.03189250195
397,서울압구정초등학교,서울특별시 강남구 압구정로39길 29,학교,37.5317391125935,127.030841741797
398,서울신중초등학교,서울특별시 서초구 남부순환로317길 15,학교,37.4801578791721,127.009343254537
399,서울신동초등학교,서울특별시 서초구 나루터로 15,학교,37.5171300437436,127.011390388152
400,서울신구초등학교,서울특별시 강남구 압구정로18길 28,학교,37.5233697652501,127.023988358303
401,서울수서초등학교,서울특별시 강남구 광평로51길 46,학교,37.4911373654824,127.10185783552
402,서울서초초등학교,서울특별시 서초구 서운로 178,학교,37.4990487668755,127.024891501335
403,서울서일초등학교,서울특별시 서초구 남부순환로339길 38,학교,37.4852977769965,127.02215975144
404,서울서이초등학교,서울특별시 서초구 서운로 35,학교,37.491564668711,127.025618024318
405,서울서원초등학교,서울특별시 서초구 고무래로 63,학교,37.5024388979462,127.014619457733
406,서울서래초등학교,서울특별시 서초구 방배로 260,학교,37.4964040023549,126.990156472861
407,서울삼릉초등학교,서울특별시 강남구 봉은사로63길 22,학교,37.5132582999042,127.047172253926
408,서울봉은초등학교,서울특별시 강남구 학동로 610,학교,37.5200478271392,127.060746725412
409,서울방현초등학교,서울특별시 서초구 효령로4길 58,학교,37.4765029769283,126.990073388581
410,서울방일초등학교,서울특별시 서초구 방배로18길 52,학교,37.4852056040312,126.998848974708
411,서울방배초등학교,서울특별시 서초구 방배중앙로13길 26,학교,37.4867641043401,126.987137986274
412,서울반포초등학교,서울특별시 서초구 신반포로 55-4,학교,37.5024848344961,126.991741582915
413,서울반원초등학교,서울특별시 서초구 잠원로3길 28,학교,37.5103872227025,127.004236132457
414,서울매헌초등학교,서울특별시 서초구 언남길 8,학교,37.4712624819608,127.042057861972
415,서울도성초등학교,서울특별시 강남구 역삼로 313,학교,37.5014620128395,127.048872178861
416,서울도곡초등학교,서울특별시 강남구 선릉로64길 33,학교,37.4995114113359,127.054465527162
417,서울대현초등학교,서울특별시 강남구 역삼로98길 16,학교,37.5034861238053,127.063292075669
418,서울대치초등학교,서울특별시 강남구 양재천로 363,학교,37.4912865672214,127.06197065881
419,서울대청초등학교,서울특별시 강남구 양재대로55길 28,학교,37.4931480982967,127.087767273125
420,서울대진초등학교,서울특별시 강남구 개포로109길 74,학교,37.4970275687873,127.077861373551
421,서울대왕초등학교,서울특별시 강남구 헌릉로618길 8,학교,37.4646391801831,127.105303959604
422,서울대모초등학교,서울특별시 강남구 광평로20길 27,학교,37.4805984530071,127.085993825956
423,서울대도초등학교,서울특별시 강남구 선릉로 209,학교,37.4925857669174,127.053206571031
424,서울대곡초등학교,서울특별시 강남구 남부순환로 3022,학교,37.4947106436849,127.065026465684
425,서울논현초등학교,서울특별시 강남구 강남대로120길 33,학교,37.5084895751287,127.026222910697
426,서울구룡초등학교,서울특별시 강남구 개포로 263,학교,37.4811973926876,127.051771435538
427,서울개포초등학교,서울특별시 강남구 삼성로4길 30,학교,37.4863349159759,127.070310042973
428,서울개일초등학교,서울특별시 강남구 개포로 401,학교,37.4862353839469,127.057790853452
429,서울개원초등학교,서울특별시 강남구 선릉로 29,학교,37.4816986136485,127.059450501428
430,계성초등학교,서울특별시 서초구 신반포로19길 23,학교,37.5049357208076,126.996654362592
431,서울교육대학교부설초등학교,서울특별시 서초구 서초중앙로 96,학교,37.4907404857731,127.015424537648
432,여명학교(중),서울특별시 강서구 허준로 221-22,학교,37.5611125069483,126.864221559963
433,마곡하늬중학교,서울특별시 강서구 마곡서1로 16,학교,37.5581678959806,126.820984775861
434,화곡중학교,서울특별시 강서구 강서로45길 70,학교,37.5484125649861,126.832679697779
435,영도중학교,서울특별시 양천구 목동중앙남로 27,학교,37.5363155693554,126.865771125825
436,양정중학교,서울특별시 양천구 안양천로 1039,학교,37.5353922607054,126.887734285049
437,신정여자중학교,서울특별시 강서구 등촌로13아길 20,학교,37.5384117486135,126.85717155125
438,봉영여자중학교,서울특별시 양천구 목동동로2길 68,학교,37.5092159752312,126.86019842592
439,명덕여자중학교,서울특별시 강서구 강서로47길 34-10,학교,37.5538694849081,126.8339773378
440,마포중학교,서울특별시 강서구 화곡로 403,학교,37.5600277060889,126.85286487714
441,등촌중학교,서울특별시 강서구 공항대로 484-12,학교,37.5524822120704,126.859214787423
442,덕원중학교,서울특별시 강서구 강서로45길 91-44,학교,37.5486225773288,126.829024518952
443,마곡중학교,서울특별시 강서구 마곡중앙5로 58,학교,37.5680344018763,126.821325984502
444,화원중학교,서울특별시 강서구 강서로17나길 86,학교,37.5362140896668,126.842413481543
445,월촌중학교,서울특별시 양천구 목동서로 31,학교,37.5370651782493,126.88275880551
446,염창중학교,서울특별시 강서구 양천로67가길 83,학교,37.5542640665682,126.871747328101
447,염경중학교,서울특별시 강서구 양천로69길 35,학교,37.5545378116366,126.870529242403
448,양천중학교,서울특별시 양천구 지양로7길 32,학교,37.5190011611899,126.830550787
449,양서중학교,서울특별시 양천구 남부순환로 380,학교,37.5326758132814,126.828972567552
450,양동중학교,서울특별시 양천구 목동중앙북로 49,학교,37.5483687522185,126.868717203675
451,양강중학교,서울특별시 양천구 중앙로 319,학교,37.5249101622153,126.849620267451
452,신화중학교,서울특별시 양천구 남부순환로29길 35,학교,37.5406111025313,126.829600421672
453,신월중학교,서울특별시 양천구 남부순환로29길 25,학교,37.5404619448842,126.828389031623
454,신원중학교,서울특별시 양천구 가로공원로55길 19,학교,37.5370924963028,126.82484194889
455,신서중학교,서울특별시 양천구 중앙로 206,학교,37.5159664434699,126.855016428706
456,신목중학교,서울특별시 양천구 목동중앙로 88,학교,37.5370239898936,126.873072488599
457,신남중학교,서울특별시 양천구 중앙로29길 109,학교,37.520773887801,126.847826214409
458,수명중학교,서울특별시 강서구 수명로2길 16,학교,37.5485669904719,126.824059627155
459,송정중학교,서울특별시 강서구 남부순환로 121,학교,37.5531580711075,126.815243549144
460,성재중학교,서울특별시 강서구 허준로 36,학교,37.569502050399,126.845404381505
461,삼정중학교,서울특별시 강서구 금낭화로 210,학교,37.5812950426769,126.810295495513
462,백석중학교,서울특별시 강서구 등촌로51나길 35,학교,37.5482909098797,126.858953909893
463,방화중학교,서울특별시 강서구 개화동로27길 9,학교,37.5643347062636,126.807106919786
464,방원중학교,서울특별시 강서구 금낭화로 268,학교,37.5757386006668,126.808220414193
465,목일중학교,서울특별시 양천구 목동동로8길 70,학교,37.5135084946262,126.874268759045
466,목운중학교,서울특별시 양천구 목동동로 235,학교,37.527009517428,126.873044206364
467,목동중학교,서울특별시 양천구 목동동로 172,학교,37.5209571978324,126.871443390095
468,등원중학교,서울특별시 강서구 화곡로65길 50,학교,37.5597340202733,126.85181537298
469,등명중학교,서울특별시 강서구 공항대로39길 39,학교,37.5601933510779,126.843304086976
470,금옥중학교,서울특별시 양천구 신정로 213,학교,37.5109653172242,126.843971681779
471,공항중학교,서울특별시 강서구 방화대로 241,학교,37.5621745590982,126.814808958668
472,경서중학교,서울특별시 강서구 양천로59길 31,학교,37.5612418553699,126.857763950485
473,강신중학교,서울특별시 양천구 남부순환로 604,학교,37.5151371613165,126.838160107241
474,유석초등학교,서울특별시 강서구 화곡로69길 9,학교,37.560801806853,126.853779444824
475,서울신은초등학교,서울특별시 양천구 신정이펜2로 30,학교,37.5139128078247,126.832169591843
476,서울화일초등학교,서울특별시 강서구 까치산로10길 70,학교,37.5407120318703,126.847470802939
477,서울화곡초등학교,서울특별시 강서구 초록마을로 28,학교,37.5436696173457,126.846471725362
478,서울탑산초등학교,서울특별시 강서구 허준로 109,학교,37.5670047685109,126.85259398539
479,서울치현초등학교,서울특별시 강서구 방화대로47길 43,학교,37.5759191517213,126.814645646553
480,서울지향초등학교,서울특별시 양천구 신정로11길 74,학교,37.5128376807713,126.837023804089
481,서울정목초등학교,서울특별시 양천구 목동중앙로3길 30-10,학교,37.5365288457417,126.870049083471
482,서울정곡초등학교,서울특별시 강서구 방화대로50길 22,학교,37.5769596950152,126.818932773167
483,서울장수초등학교,서울특별시 양천구 신정로13가길 30,학교,37.5129972017178,126.845159735242
484,서울은정초등학교,서울특별시 양천구 목동남로 85,학교,37.5111416389366,126.867180395408
485,서울월촌초등학교,서울특별시 양천구 목동중앙로 132,학교,37.5406954304154,126.876258028151
486,서울월정초등학교,서울특별시 강서구 월정로 176,학교,37.5349941902013,126.836293577736
487,서울우장초등학교,서울특별시 강서구 화곡로 263,학교,37.5496381852817,126.845984193202
488,서울영도초등학교,서울특별시 양천구 목동중앙로 70,학교,37.5359499494616,126.871942644571
489,서울염창초등학교,서울특별시 강서구 양천로 646-28,학교,37.5532261352883,126.867600184199
490,서울염동초등학교,서울특별시 강서구 양천로73길 17,학교,37.5520954793159,126.872350948978
491,서울염경초등학교,서울특별시 강서구 양천로69길 49,학교,37.5550006717487,126.871204647976
492,서울양화초등학교,서울특별시 양천구 목동중앙북로16길 57,학교,37.5436692981533,126.873986042971
493,서울양천초등학교,서울특별시 강서구 양천로 329,학교,37.5701881708645,126.839539660332
494,서울양원초등학교,서울특별시 양천구 화곡로 16,학교,37.5382284100068,126.823105084888
495,서울양목초등학교,서울특별시 양천구 목동로11길 30,학교,37.5238792766238,126.861669190913
496,서울양명초등학교,서울특별시 양천구 중앙로 204,학교,37.516374951495,126.856634868655
497,서울양동초등학교,서울특별시 양천구 오목로23길 24,학교,37.5258482641162,126.851240194989
498,서울양강초등학교,서울특별시 양천구 오목로 101,학교,37.5241103465762,126.847375305566
499,서울신정초등학교,서울특별시 강서구 곰달래로31가길 27,학교,37.5330611210515,126.852593386106
500,서울신월초등학교,서울특별시 강서구 강서로31길 48,학교,37.5403655143855,126.839455478388
